date,veg_name,whole_price,retail_price,shoping_mall_price,unit
2024-05-17,Green Chilli,63,72 - 80,76 - 104,1kg
2024-05-17,Beetroot,39,45 - 50,47 - 64,1kg
2024-05-17,Potato,33,38 - 42,40 - 54,1kg
2024-05-17,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-05-17,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-05-17,Amla,60,69 - 76,72 - 99,1kg
2024-05-17,Ash gourd,24,28 - 30,29 - 40,1kg
2024-05-17,Baby Corn,63,72 - 80,76 - 104,1kg
2024-05-17,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-17,Capsicum,43,49 - 55,52 - 71,1kg
2024-05-17,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-05-17,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-05-17,Butter Beans,51,59 - 65,61 - 84,1kg
2024-05-17,Broad Beans,75,86 - 95,90 - 124,1kg
2024-05-17,Cabbage,30,35 - 38,36 - 50,1kg
2024-05-17,Carrot,41,47 - 52,49 - 68,1kg
2024-05-17,Cauliflower,25,29 - 32,30 - 41,1kg
2024-05-17,Cluster beans,45,52 - 57,54 - 74,1kg
2024-05-17,Coconut,38,44 - 48,46 - 63,1kg
2024-05-17,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-17,Colocasia,28,32 - 36,34 - 46,1kg
2024-05-17,Coriander Leaves,9,10 - 11,11 - 15,1kg
2024-05-17,Corn,31,36 - 39,37 - 51,1kg
2024-05-17,Cucumber,25,29 - 32,30 - 41,1kg
2024-05-17,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-05-17,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-05-17,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-17,Brinjal,36,41 - 46,43 - 59,1kg
2024-05-17,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-17,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-05-17,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-05-17,French Beans,172,198 - 218,206 - 284,1kg
2024-05-17,Garlic,265,305 - 337,318 - 437,1kg
2024-05-17,Ginger,137,158 - 174,164 - 226,1kg
2024-05-17,Onion Green,41,47 - 52,49 - 68,1kg
2024-05-17,Green Peas,40,46 - 51,48 - 66,1kg
2024-05-17,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-05-17,Lemon (Lime),101,116 - 128,121 - 167,1kg
2024-05-17,Mango Raw,30,35 - 38,36 - 50,1kg
2024-05-17,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-17,Mushroom,72,83 - 91,86 - 119,1kg
2024-05-17,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-05-17,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-05-17,Pumpkin,22,25 - 28,26 - 36,1kg
2024-05-17,Radish,32,37 - 41,38 - 53,1kg
2024-05-17,Ridge Gourd,30,35 - 38,36 - 50,1kg
2024-05-17,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg
2024-05-17,Snake Gourd,36,41 - 46,43 - 59,1kg
2024-05-17,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-05-17,Spinach,10,12 - 13,12 - 17,1kg
2024-05-17,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-05-18,Onion Big,25,29 - 32,30 - 41,1kg
2024-05-18,Onion Small,37,43 - 47,44 - 61,1kg
2024-05-18,Tomato,23,26 - 29,28 - 38,1kg
2024-05-18,Green Chilli,63,72 - 80,76 - 104,1kg
2024-05-18,Beetroot,39,45 - 50,47 - 64,1kg
2024-05-18,Potato,33,38 - 42,40 - 54,1kg
2024-05-18,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-05-18,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-05-18,Amla,60,69 - 76,72 - 99,1kg
2024-05-18,Ash gourd,24,28 - 30,29 - 40,1kg
2024-05-18,Baby Corn,63,72 - 80,76 - 104,1kg
2024-05-18,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-18,Capsicum,43,49 - 55,52 - 71,1kg
2024-05-18,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-05-18,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-05-18,Butter Beans,51,59 - 65,61 - 84,1kg
2024-05-18,Broad Beans,75,86 - 95,90 - 124,1kg
2024-05-18,Cabbage,30,35 - 38,36 - 50,1kg
2024-05-18,Carrot,41,47 - 52,49 - 68,1kg
2024-05-18,Cauliflower,25,29 - 32,30 - 41,1kg
2024-05-18,Cluster beans,45,52 - 57,54 - 74,1kg
2024-05-18,Coconut,38,44 - 48,46 - 63,1kg
2024-05-18,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-18,Colocasia,28,32 - 36,34 - 46,1kg
2024-05-18,Coriander Leaves,9,10 - 11,11 - 15,1kg
2024-05-18,Corn,31,36 - 39,37 - 51,1kg
2024-05-18,Cucumber,25,29 - 32,30 - 41,1kg
2024-05-18,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-05-18,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-05-18,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-18,Brinjal,36,41 - 46,43 - 59,1kg
2024-05-18,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-18,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-05-18,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-05-18,French Beans,172,198 - 218,206 - 284,1kg
2024-05-18,Garlic,265,305 - 337,318 - 437,1kg
2024-05-18,Ginger,137,158 - 174,164 - 226,1kg
2024-05-18,Onion Green,41,47 - 52,49 - 68,1kg
2024-05-18,Green Peas,40,46 - 51,48 - 66,1kg
2024-05-18,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-05-18,Lemon (Lime),101,116 - 128,121 - 167,1kg
2024-05-18,Mango Raw,30,35 - 38,36 - 50,1kg
2024-05-18,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-18,Mushroom,72,83 - 91,86 - 119,1kg
2024-05-18,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-05-18,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-05-18,Pumpkin,22,25 - 28,26 - 36,1kg
2024-05-18,Radish,32,37 - 41,38 - 53,1kg
2024-05-18,Ridge Gourd,30,35 - 38,36 - 50,1kg
2024-05-18,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg
2024-05-18,Snake Gourd,36,41 - 46,43 - 59,1kg
2024-05-18,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-05-18,Spinach,10,12 - 13,12 - 17,1kg
2024-05-18,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-05-19,Onion Big,25,29 - 32,30 - 41,1kg
2024-05-19,Onion Small,37,43 - 47,44 - 61,1kg
2024-05-19,Tomato,23,26 - 29,28 - 38,1kg
2024-05-19,Green Chilli,63,72 - 80,76 - 104,1kg
2024-05-19,Beetroot,39,45 - 50,47 - 64,1kg
2024-05-19,Potato,33,38 - 42,40 - 54,1kg
2024-05-19,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-05-19,Amaranth Leaves,14,16 - 18,17 - 23,1kg
2024-05-19,Amla,60,69 - 76,72 - 99,1kg
2024-05-19,Ash gourd,24,28 - 30,29 - 40,1kg
2024-05-19,Baby Corn,63,72 - 80,76 - 104,1kg
2024-05-19,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-19,Capsicum,43,49 - 55,52 - 71,1kg
2024-05-19,Bitter Gourd,31,36 - 39,37 - 51,1kg
2024-05-19,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-05-19,Butter Beans,51,59 - 65,61 - 84,1kg
2024-05-19,Broad Beans,75,86 - 95,90 - 124,1kg
2024-05-19,Cabbage,30,35 - 38,36 - 50,1kg
2024-05-19,Carrot,41,47 - 52,49 - 68,1kg
2024-05-19,Cauliflower,25,29 - 32,30 - 41,1kg
2024-05-19,Cluster beans,45,52 - 57,54 - 74,1kg
2024-05-19,Coconut,38,44 - 48,46 - 63,1kg
2024-05-19,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-19,Colocasia,28,32 - 36,34 - 46,1kg
2024-05-19,Coriander Leaves,9,10 - 11,11 - 15,1kg
2024-05-19,Corn,31,36 - 39,37 - 51,1kg
2024-05-19,Cucumber,25,29 - 32,30 - 41,1kg
2024-05-19,Curry Leaves,26,30 - 33,31 - 43,1kg
2024-05-19,Dill Leaves,12,14 - 15,14 - 20,1kg
2024-05-19,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-19,Brinjal,36,41 - 46,43 - 59,1kg
2024-05-19,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-19,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-05-19,Fenugreek Leaves,11,13 - 14,13 - 18,1kg
2024-05-19,French Beans,172,198 - 218,206 - 284,1kg
2024-05-19,Garlic,265,305 - 337,318 - 437,1kg
2024-05-19,Ginger,137,158 - 174,164 - 226,1kg
2024-05-19,Onion Green,41,47 - 52,49 - 68,1kg
2024-05-19,Green Peas,40,46 - 51,48 - 66,1kg
2024-05-19,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-05-19,Lemon (Lime),101,116 - 128,121 - 167,1kg
2024-05-19,Mango Raw,30,35 - 38,36 - 50,1kg
2024-05-19,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-19,Mushroom,72,83 - 91,86 - 119,1kg
2024-05-19,Mustard Leaves,12,14 - 15,14 - 20,1kg
2024-05-19,Ladies Finger,46,53 - 58,55 - 76,1kg
2024-05-19,Pumpkin,22,25 - 28,26 - 36,1kg
2024-05-19,Radish,32,37 - 41,38 - 53,1kg
2024-05-19,Ridge Gourd,30,35 - 38,36 - 50,1kg
2024-05-19,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg
2024-05-19,Snake Gourd,36,41 - 46,43 - 59,1kg
2024-05-19,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-05-19,Spinach,10,12 - 13,12 - 17,1kg
2024-05-19,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-05-20,Onion Big,23,26 - 29,28 - 38,1kg
2024-05-20,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-20,Tomato,24,28 - 30,29 - 40,1kg
2024-05-20,Green Chilli,68,78 - 86,82 - 112,1kg
2024-05-20,Beetroot,35,40 - 44,42 - 58,1kg
2024-05-20,Potato,35,40 - 44,42 - 58,1kg
2024-05-20,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-05-20,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-05-20,Amla,60,69 - 76,72 - 99,1kg
2024-05-20,Ash gourd,22,25 - 28,26 - 36,1kg
2024-05-20,Baby Corn,49,56 - 62,59 - 81,1kg
2024-05-20,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-20,Capsicum,44,51 - 56,53 - 73,1kg
2024-05-20,Bitter Gourd,34,39 - 43,41 - 56,1kg
2024-05-20,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-05-20,Butter Beans,52,60 - 66,62 - 86,1kg
2024-05-20,Broad Beans,61,70 - 77,73 - 101,1kg
2024-05-20,Cabbage,29,33 - 37,35 - 48,1kg
2024-05-20,Carrot,44,51 - 56,53 - 73,1kg
2024-05-20,Cauliflower,24,28 - 30,29 - 40,1kg
2024-05-20,Cluster beans,40,46 - 51,48 - 66,1kg
2024-05-20,Coconut,38,44 - 48,46 - 63,1kg
2024-05-20,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-20,Colocasia,30,35 - 38,36 - 50,1kg
2024-05-20,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-20,Corn,30,35 - 38,36 - 50,1kg
2024-05-20,Cucumber,27,31 - 34,32 - 45,1kg
2024-05-20,Curry Leaves,27,31 - 34,32 - 45,1kg
2024-05-20,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-05-20,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-20,Brinjal,33,38 - 42,40 - 54,1kg
2024-05-20,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-05-20,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-05-20,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-20,French Beans,165,190 - 210,198 - 272,1kg
2024-05-20,Garlic,251,289 - 319,301 - 414,1kg
2024-05-20,Ginger,121,139 - 154,145 - 200,1kg
2024-05-20,Onion Green,44,51 - 56,53 - 73,1kg
2024-05-20,Green Peas,41,47 - 52,49 - 68,1kg
2024-05-20,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-05-20,Lemon (Lime),98,113 - 124,118 - 162,1kg
2024-05-20,Mango Raw,30,35 - 38,36 - 50,1kg
2024-05-20,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-05-20,Mushroom,87,100 - 110,104 - 144,1kg
2024-05-20,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-05-20,Ladies Finger,40,46 - 51,48 - 66,1kg
2024-05-20,Pumpkin,20,23 - 25,24 - 33,1kg
2024-05-20,Radish,33,38 - 42,40 - 54,1kg
2024-05-20,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-05-20,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg
2024-05-20,Snake Gourd,38,44 - 48,46 - 63,1kg
2024-05-20,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-05-20,Spinach,17,20 - 22,20 - 28,1kg
2024-05-20,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-05-21,Onion Big,23,26 - 29,28 - 38,1kg
2024-05-21,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-21,Tomato,24,28 - 30,29 - 40,1kg
2024-05-21,Green Chilli,68,78 - 86,82 - 112,1kg
2024-05-21,Beetroot,35,40 - 44,42 - 58,1kg
2024-05-21,Potato,35,40 - 44,42 - 58,1kg
2024-05-21,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg
2024-05-21,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-05-21,Amla,60,69 - 76,72 - 99,1kg
2024-05-21,Ash gourd,22,25 - 28,26 - 36,1kg
2024-05-21,Baby Corn,49,56 - 62,59 - 81,1kg
2024-05-21,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-21,Capsicum,44,51 - 56,53 - 73,1kg
2024-05-21,Bitter Gourd,34,39 - 43,41 - 56,1kg
2024-05-21,Bottle Gourd,30,35 - 38,36 - 50,1kg
2024-05-21,Butter Beans,52,60 - 66,62 - 86,1kg
2024-05-21,Broad Beans,61,70 - 77,73 - 101,1kg
2024-05-21,Cabbage,29,33 - 37,35 - 48,1kg
2024-05-21,Carrot,44,51 - 56,53 - 73,1kg
2024-05-21,Cauliflower,24,28 - 30,29 - 40,1kg
2024-05-21,Cluster beans,40,46 - 51,48 - 66,1kg
2024-05-21,Coconut,38,44 - 48,46 - 63,1kg
2024-05-21,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-21,Colocasia,30,35 - 38,36 - 50,1kg
2024-05-21,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-21,Corn,30,35 - 38,36 - 50,1kg
2024-05-21,Cucumber,27,31 - 34,32 - 45,1kg
2024-05-21,Curry Leaves,27,31 - 34,32 - 45,1kg
2024-05-21,Dill Leaves,15,17 - 19,18 - 25,1kg
2024-05-21,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-21,Brinjal,33,38 - 42,40 - 54,1kg
2024-05-21,Brinjal (Big),36,41 - 46,43 - 59,1kg
2024-05-21,Elephant Yam,37,43 - 47,44 - 61,1kg
2024-05-21,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-21,French Beans,165,190 - 210,198 - 272,1kg
2024-05-21,Garlic,251,289 - 319,301 - 414,1kg
2024-05-21,Ginger,121,139 - 154,145 - 200,1kg
2024-05-21,Onion Green,44,51 - 56,53 - 73,1kg
2024-05-21,Green Peas,41,47 - 52,49 - 68,1kg
2024-05-21,Ivy Gourd,32,37 - 41,38 - 53,1kg
2024-05-21,Lemon (Lime),98,113 - 124,118 - 162,1kg
2024-05-21,Mango Raw,30,35 - 38,36 - 50,1kg
2024-05-21,Mint Leaves,5,6 - 6,6 - 8,1kg
2024-05-21,Mushroom,87,100 - 110,104 - 144,1kg
2024-05-21,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-05-21,Ladies Finger,40,46 - 51,48 - 66,1kg
2024-05-21,Pumpkin,20,23 - 25,24 - 33,1kg
2024-05-21,Radish,33,38 - 42,40 - 54,1kg
2024-05-21,Ridge Gourd,33,38 - 42,40 - 54,1kg
2024-05-21,Shallot (Pearl Onion),37,43 - 47,44 - 61,1kg
2024-05-21,Snake Gourd,38,44 - 48,46 - 63,1kg
2024-05-21,Sorrel Leaves,13,15 - 17,16 - 21,1kg
2024-05-21,Spinach,17,20 - 22,20 - 28,1kg
2024-05-21,Sweet Potato,36,41 - 46,43 - 59,1kg
2024-05-22,Onion Big,23,26 - 29,28 - 38,1kg
2024-05-22,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-22,Tomato,22,25 - 28,26 - 36,1kg
2024-05-22,Green Chilli,62,71 - 79,74 - 102,1kg
2024-05-22,Beetroot,35,40 - 44,42 - 58,1kg
2024-05-22,Potato,36,41 - 46,43 - 59,1kg
2024-05-22,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-05-22,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-05-22,Amla,70,81 - 89,84 - 116,1kg
2024-05-22,Ash gourd,22,25 - 28,26 - 36,1kg
2024-05-22,Baby Corn,57,66 - 72,68 - 94,1kg
2024-05-22,Banana Flower,19,22 - 24,23 - 31,1kg
2024-05-22,Capsicum,49,56 - 62,59 - 81,1kg
2024-05-22,Bitter Gourd,32,37 - 41,38 - 53,1kg
2024-05-22,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-05-22,Butter Beans,48,55 - 61,58 - 79,1kg
2024-05-22,Broad Beans,65,75 - 83,78 - 107,1kg
2024-05-22,Cabbage,33,38 - 42,40 - 54,1kg
2024-05-22,Carrot,43,49 - 55,52 - 71,1kg
2024-05-22,Cauliflower,26,30 - 33,31 - 43,1kg
2024-05-22,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-22,Coconut,35,40 - 44,42 - 58,1kg
2024-05-22,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-05-22,Colocasia,30,35 - 38,36 - 50,1kg
2024-05-22,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-05-22,Corn,34,39 - 43,41 - 56,1kg
2024-05-22,Cucumber,28,32 - 36,34 - 46,1kg
2024-05-22,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-05-22,Dill Leaves,14,16 - 18,17 - 23,1kg
2024-05-22,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-22,Brinjal,34,39 - 43,41 - 56,1kg
2024-05-22,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-05-22,Elephant Yam,36,41 - 46,43 - 59,1kg
2024-05-22,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-22,French Beans,170,196 - 216,204 - 281,1kg
2024-05-22,Garlic,257,296 - 326,308 - 424,1kg
2024-05-22,Ginger,140,161 - 178,168 - 231,1kg
2024-05-22,Onion Green,46,53 - 58,55 - 76,1kg
2024-05-22,Green Peas,44,51 - 56,53 - 73,1kg
2024-05-22,Ivy Gourd,29,33 - 37,35 - 48,1kg
2024-05-22,Lemon (Lime),92,106 - 117,110 - 152,1kg
2024-05-22,Mango Raw,29,33 - 37,35 - 48,1kg
2024-05-22,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-22,Mushroom,78,90 - 99,94 - 129,1kg
2024-05-22,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-05-22,Ladies Finger,43,49 - 55,52 - 71,1kg
2024-05-22,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-22,Radish,37,43 - 47,44 - 61,1kg
2024-05-22,Ridge Gourd,35,40 - 44,42 - 58,1kg
2024-05-22,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-05-22,Snake Gourd,32,37 - 41,38 - 53,1kg
2024-05-22,Sorrel Leaves,11,13 - 14,13 - 18,1kg
2024-05-22,Spinach,10,12 - 13,12 - 17,1kg
2024-05-22,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-05-23,Onion Big,23,26 - 29,28 - 38,1kg
2024-05-23,Onion Small,33,38 - 42,40 - 54,1kg
2024-05-23,Tomato,22,25 - 28,26 - 36,1kg
2024-05-23,Green Chilli,62,71 - 79,74 - 102,1kg
2024-05-23,Beetroot,35,40 - 44,42 - 58,1kg
2024-05-23,Potato,36,41 - 46,43 - 59,1kg
2024-05-23,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg
2024-05-23,Amaranth Leaves,15,17 - 19,18 - 25,1kg
2024-05-23,Amla,70,81 - 89,84 - 116,1kg
2024-05-23,Ash gourd,22,25 - 28,26 - 36,1kg
2024-05-23,Baby Corn,57,66 - 72,68 - 94,1kg
2024-05-23,Banana Flower,19,22 - 24,23 - 31,1kg
2024-05-23,Capsicum,49,56 - 62,59 - 81,1kg
2024-05-23,Bitter Gourd,32,37 - 41,38 - 53,1kg
2024-05-23,Bottle Gourd,33,38 - 42,40 - 54,1kg
2024-05-23,Butter Beans,48,55 - 61,58 - 79,1kg
2024-05-23,Broad Beans,65,75 - 83,78 - 107,1kg
2024-05-23,Cabbage,33,38 - 42,40 - 54,1kg
2024-05-23,Carrot,43,49 - 55,52 - 71,1kg
2024-05-23,Cauliflower,26,30 - 33,31 - 43,1kg
2024-05-23,Cluster beans,41,47 - 52,49 - 68,1kg
2024-05-23,Coconut,35,40 - 44,42 - 58,1kg
2024-05-23,Colocasia Leaves,16,18 - 20,19 - 26,1kg
2024-05-23,Colocasia,30,35 - 38,36 - 50,1kg
2024-05-23,Coriander Leaves,6,7 - 8,7 - 10,1kg
2024-05-23,Corn,34,39 - 43,41 - 56,1kg
2024-05-23,Cucumber,28,32 - 36,34 - 46,1kg
2024-05-23,Curry Leaves,29,33 - 37,35 - 48,1kg
2024-05-23,Dill Leaves,14,16 - 18,17 - 23,1kg
2024-05-23,Drumsticks,30,35 - 38,36 - 50,1kg
2024-05-23,Brinjal,34,39 - 43,41 - 56,1kg
2024-05-23,Brinjal (Big),33,38 - 42,40 - 54,1kg
2024-05-23,Elephant Yam,36,41 - 46,43 - 59,1kg
2024-05-23,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-23,French Beans,170,196 - 216,204 - 281,1kg
2024-05-23,Garlic,257,296 - 326,308 - 424,1kg
2024-05-23,Ginger,140,161 - 178,168 - 231,1kg
2024-05-23,Onion Green,46,53 - 58,55 - 76,1kg
2024-05-23,Green Peas,44,51 - 56,53 - 73,1kg
2024-05-23,Ivy Gourd,29,33 - 37,35 - 48,1kg
2024-05-23,Lemon (Lime),92,106 - 117,110 - 152,1kg
2024-05-23,Mango Raw,29,33 - 37,35 - 48,1kg
2024-05-23,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-23,Mushroom,78,90 - 99,94 - 129,1kg
2024-05-23,Mustard Leaves,16,18 - 20,19 - 26,1kg
2024-05-23,Ladies Finger,43,49 - 55,52 - 71,1kg
2024-05-23,Pumpkin,17,20 - 22,20 - 28,1kg
2024-05-23,Radish,37,43 - 47,44 - 61,1kg
2024-05-23,Ridge Gourd,35,40 - 44,42 - 58,1kg
2024-05-23,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg
2024-05-23,Snake Gourd,32,37 - 41,38 - 53,1kg
2024-05-23,Sorrel Leaves,11,13 - 14,13 - 18,1kg
2024-05-23,Spinach,10,12 - 13,12 - 17,1kg
2024-05-23,Sweet Potato,37,43 - 47,44 - 61,1kg
2024-05-24,Onion Big,24,28 - 30,29 - 40,1kg
2024-05-24,Onion Small,38,44 - 48,46 - 63,1kg
2024-05-24,Tomato,26,30 - 33,31 - 43,1kg
2024-05-24,Green Chilli,60,69 - 76,72 - 99,1kg
2024-05-24,Beetroot,38,44 - 48,46 - 63,1kg
2024-05-24,Potato,33,38 - 42,40 - 54,1kg
2024-05-24,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg
2024-05-24,Amaranth Leaves,12,14 - 15,14 - 20,1kg
2024-05-24,Amla,70,81 - 89,84 - 116,1kg
2024-05-24,Ash gourd,21,24 - 27,25 - 35,1kg
2024-05-24,Baby Corn,55,63 - 70,66 - 91,1kg
2024-05-24,Banana Flower,17,20 - 22,20 - 28,1kg
2024-05-24,Capsicum,49,56 - 62,59 - 81,1kg
2024-05-24,Bitter Gourd,30,35 - 38,36 - 50,1kg
2024-05-24,Bottle Gourd,34,39 - 43,41 - 56,1kg
2024-05-24,Butter Beans,52,60 - 66,62 - 86,1kg
2024-05-24,Broad Beans,63,72 - 80,76 - 104,1kg
2024-05-24,Cabbage,31,36 - 39,37 - 51,1kg
2024-05-24,Carrot,42,48 - 53,50 - 69,1kg
2024-05-24,Cauliflower,24,28 - 30,29 - 40,1kg
2024-05-24,Cluster beans,40,46 - 51,48 - 66,1kg
2024-05-24,Coconut,38,44 - 48,46 - 63,1kg
2024-05-24,Colocasia Leaves,17,20 - 22,20 - 28,1kg
2024-05-24,Colocasia,25,29 - 32,30 - 41,1kg
2024-05-24,Coriander Leaves,7,8 - 9,8 - 12,1kg
2024-05-24,Corn,30,35 - 38,36 - 50,1kg
2024-05-24,Cucumber,28,32 - 36,34 - 46,1kg
2024-05-24,Curry Leaves,25,29 - 32,30 - 41,1kg
2024-05-24,Dill Leaves,11,13 - 14,13 - 18,1kg
2024-05-24,Drumsticks,40,46 - 51,48 - 66,1kg
2024-05-24,Brinjal,37,43 - 47,44 - 61,1kg
2024-05-24,Brinjal (Big),31,36 - 39,37 - 51,1kg
2024-05-24,Elephant Yam,40,46 - 51,48 - 66,1kg
2024-05-24,Fenugreek Leaves,12,14 - 15,14 - 20,1kg
2024-05-24,French Beans,177,204 - 225,212 - 292,1kg
2024-05-24,Garlic,275,316 - 349,330 - 454,1kg
2024-05-24,Ginger,122,140 - 155,146 - 201,1kg
2024-05-24,Onion Green,43,49 - 55,52 - 71,1kg
2024-05-24,Green Peas,50,58 - 64,60 - 83,1kg
2024-05-24,Ivy Gourd,30,35 - 38,36 - 50,1kg
2024-05-24,Lemon (Lime),104,120 - 132,125 - 172,1kg
2024-05-24,Mango Raw,28,32 - 36,34 - 46,1kg
2024-05-24,Mint Leaves,4,5 - 5,5 - 7,1kg
2024-05-24,Mushroom,93,107 - 118,112 - 153,1kg
2024-05-24,Mustard Leaves,17,20 - 22,20 - 28,1kg
2024-05-24,Ladies Finger,44,51 - 56,53 - 73,1kg
2024-05-24,Pumpkin,22,25 - 28,26 - 36,1kg
2024-05-24,Radish,30,35 - 38,36 - 50,1kg
2024-05-24,Ridge Gourd,31,36 - 39,37 - 51,1kg
2024-05-24,Shallot (Pearl Onion),36,41 - 46,43 - 59,1kg
2024-05-24,Snake Gourd,39,45 - 50,47 - 64,1kg
2024-05-24,Sorrel Leaves,16,18 - 20,19 - 26,1kg
2024-05-24,Spinach,10,12 - 13,12 - 17,1kg
2024-05-24,Sweet Potato,38,44 - 48,46 - 63,1kg
2024-05-25,Onion Big,24,28 - 30,29 - 40,1kg
2024-05-25,Onion Small,38,44 - 48,46 - 63,1kg
2024-05-25,Tomato,26,30 - 33,31 - 43,1kg
2024-05-25,Green Chilli,60,69 - 76,72 - 99,1kg
2024-05-25,Beetroot,38,44 - 48,46 - 63,1kg
